"","region","gene_symbol","expression","in_16p_region"
"142","ctx-lh-caudalanteriorcingulate","FAHD1",0.346296858045347,"No"
"143","ctx-lh-caudalanteriorcingulate","PLVAP",0.411094061289733,"No"
"144","ctx-lh-caudalanteriorcingulate","YPEL3",0.185998524931632,"Yes"
"145","ctx-lh-caudalanteriorcingulate","FAM57B",0.346586955966822,"Yes"
"146","ctx-lh-caudalanteriorcingulate","ZNF835",0.468277734851604,"No"
"147","ctx-lh-caudalanteriorcingulate","DDX60L",0.569865124163071,"No"
"148","ctx-lh-caudalanteriorcingulate","PRRT2",0.206842397653182,"Yes"
"149","ctx-lh-caudalanteriorcingulate","ANTXR2",0.501272259418124,"No"
"150","ctx-lh-caudalanteriorcingulate","TMEM219",0.637044993691383,"Yes"
"151","ctx-lh-caudalanteriorcingulate","FBLN7",0.172892310781096,"No"
"152","ctx-lh-caudalanteriorcingulate","DPY19L3",0.728588897062423,"No"
"153","ctx-lh-caudalanteriorcingulate","TEKT4",0.314893729871095,"No"
"154","ctx-lh-caudalanteriorcingulate","MAMDC4",0.434424898870809,"No"
"155","ctx-lh-caudalanteriorcingulate","FAM122B",0.518239496450778,"No"
"156","ctx-lh-caudalanteriorcingulate","CALML6",0.343140319605484,"No"
"157","ctx-lh-caudalanteriorcingulate","LRRC45",0.558088647560473,"No"
"158","ctx-lh-caudalanteriorcingulate","KHDRBS2",0.453495315541233,"No"
"159","ctx-lh-caudalanteriorcingulate","TMEM9",0.637408132611513,"No"
"160","ctx-lh-caudalanteriorcingulate","KCTD13",0.486739503992767,"Yes"
"161","ctx-lh-caudalanteriorcingulate","ASPHD1",0.435864308276962,"Yes"
"162","ctx-lh-caudalanteriorcingulate","TAS2R31",0.398178811168207,"No"
"163","ctx-lh-caudalanteriorcingulate","INO80E",0.39364960245648,"Yes"
"164","ctx-lh-caudalanteriorcingulate","KIF4B",0.336727908623927,"No"
"165","ctx-lh-caudalanteriorcingulate","HERC2P2",0.50513671535164,"No"
"166","ctx-lh-caudalanteriorcingulate","C17orf97",0.363667468061722,"No"
"167","ctx-lh-caudalanteriorcingulate","BCRP2",0.63510583705913,"No"
"168","ctx-lh-caudalanteriorcingulate","HOXB-AS3",0.496325357471168,"No"
"169","ctx-lh-caudalanteriorcingulate","KANSL1-AS1",0.732045412638018,"No"
"170","ctx-lh-caudalanteriorcingulate","CCDC152",0.2473530016215,"No"
"171","ctx-lh-caudalanteriorcingulate","LOC100133091",0.269683451220982,"No"
"172","ctx-lh-caudalanteriorcingulate","PEG3-AS1",0.288649410602991,"No"
"173","ctx-lh-caudalanteriorcingulate","LOC100505915",0.495457291484216,"No"
"174","ctx-lh-caudalanteriorcingulate","MIR497HG",0.565026972382713,"No"
"175","ctx-lh-caudalmiddlefrontal","ALDOA",0.606705921815037,"Yes"
"176","ctx-lh-caudalmiddlefrontal","CHRNB1",0.621533541586567,"No"
"177","ctx-lh-caudalmiddlefrontal","COL6A2",0.555118134045651,"No"
"178","ctx-lh-caudalmiddlefrontal","CYP1B1",0.402770368015225,"No"
"179","ctx-lh-caudalmiddlefrontal","DPP6",0.562352045415678,"No"
"180","ctx-lh-caudalmiddlefrontal","EDN3",0.669150151525076,"No"
"181","ctx-lh-caudalmiddlefrontal","GABRE",0.301805887888673,"No"
"182","ctx-lh-caudalmiddlefrontal","GRM7",0.445695643889993,"No"
"183","ctx-lh-caudalmiddlefrontal","GTF2I",0.459862215837957,"No"
"184","ctx-lh-caudalmiddlefrontal","HLA-C",0.517861831329631,"No"
"185","ctx-lh-caudalmiddlefrontal","KIF22",0.42909931865825,"Yes"
"186","ctx-lh-caudalmiddlefrontal","LGALS1",0.866023905161535,"No"
"187","ctx-lh-caudalmiddlefrontal","MAPT",0.502855845935083,"No"
"188","ctx-lh-caudalmiddlefrontal","MAZ",0.507249379789278,"Yes"
"189","ctx-lh-caudalmiddlefrontal","TONSL",0.415061617180907,"No"
"190","ctx-lh-caudalmiddlefrontal","OAS3",0.543565726113447,"No"
"191","ctx-lh-caudalmiddlefrontal","PPP4C",0.519252659354773,"Yes"
"192","ctx-lh-caudalmiddlefrontal","MAPK3",0.489468791763446,"Yes"
"193","ctx-lh-caudalmiddlefrontal","PRNP",0.604278801057983,"No"
"194","ctx-lh-caudalmiddlefrontal","RAF1",0.446332612548866,"No"
"195","ctx-lh-caudalmiddlefrontal","RGS3",0.521509399465747,"No"
"196","ctx-lh-caudalmiddlefrontal","ZNF229",0.516397620600114,"No"
"197","ctx-lh-caudalmiddlefrontal","RBM10",0.475336478410507,"No"
"198","ctx-lh-caudalmiddlefrontal","DOC2A",0.5093651275576,"Yes"
"199","ctx-lh-caudalmiddlefrontal","HIRIP3",0.465921231563709,"Yes"
"200","ctx-lh-caudalmiddlefrontal","JRK",0.439286459058509,"No"
"201","ctx-lh-caudalmiddlefrontal","CPNE1",0.53738178087279,"No"
"202","ctx-lh-caudalmiddlefrontal","SEMA5A",0.51593772522308,"No"
"203","ctx-lh-caudalmiddlefrontal","TAOK2",0.462156326566078,"Yes"
"204","ctx-lh-caudalmiddlefrontal","GDF15",0.482919693562216,"No"
"205","ctx-lh-caudalmiddlefrontal","PLEKHM1",0.519251083356014,"No"
"206","ctx-lh-caudalmiddlefrontal","HS3ST4",0.352870999214304,"No"
"207","ctx-lh-caudalmiddlefrontal","MVP",0.566860437090674,"Yes"
"208","ctx-lh-caudalmiddlefrontal","GPC6",0.53153937594684,"No"
"209","ctx-lh-caudalmiddlefrontal","CDIPT",0.642775431327035,"Yes"
"210","ctx-lh-caudalmiddlefrontal","UNC13B",0.26257913497588,"No"
"211","ctx-lh-caudalmiddlefrontal","RFPL3",0.518989172005782,"No"
"212","ctx-lh-caudalmiddlefrontal","CORO1A",0.51078615041392,"Yes"
"213","ctx-lh-caudalmiddlefrontal","TBC1D9B",0.602121407563433,"No"
"214","ctx-lh-caudalmiddlefrontal","QPRT",0.640773698557402,"Yes"
"215","ctx-lh-caudalmiddlefrontal","SEZ6L2",0.613846857337093,"Yes"
"216","ctx-lh-caudalmiddlefrontal","PILRA",0.345961444027152,"No"
"217","ctx-lh-caudalmiddlefrontal","TMBIM4",0.447872454788672,"No"
"218","ctx-lh-caudalmiddlefrontal","WWOX",0.567889657949417,"No"
"219","ctx-lh-caudalmiddlefrontal","PNPO",0.565397350089553,"No"
"220","ctx-lh-caudalmiddlefrontal","PPP6R3",0.469842583803597,"No"
"221","ctx-lh-caudalmiddlefrontal","CCDC91",0.50323099324039,"No"
"222","ctx-lh-caudalmiddlefrontal","AARS2",0.4039618823327,"No"
"223","ctx-lh-caudalmiddlefrontal","TMEM8A",0.580771481786777,"No"
"224","ctx-lh-caudalmiddlefrontal","GPATCH3",0.57749357356137,"No"
"225","ctx-lh-caudalmiddlefrontal","ZDHHC6",0.47276918518556,"No"
"226","ctx-lh-caudalmiddlefrontal","TRAK2",0.553008019794179,"No"
"227","ctx-lh-caudalmiddlefrontal","GDPD3",0.448610419782208,"Yes"
"228","ctx-lh-caudalmiddlefrontal","PAGR1",0.342330937419832,"No"
"229","ctx-lh-caudalmiddlefrontal","FAHD1",0.590794926733513,"No"
"230","ctx-lh-caudalmiddlefrontal","PLVAP",0.464034838880613,"No"
"231","ctx-lh-caudalmiddlefrontal","YPEL3",0.529985962249523,"Yes"
"232","ctx-lh-caudalmiddlefrontal","FAM57B",0.630604169835842,"Yes"
"233","ctx-lh-caudalmiddlefrontal","ZNF835",0.488579514216252,"No"
"234","ctx-lh-caudalmiddlefrontal","DDX60L",0.534135377525696,"No"
"235","ctx-lh-caudalmiddlefrontal","PRRT2",0.46644370557463,"Yes"
"236","ctx-lh-caudalmiddlefrontal","ANTXR2",0.491207764901036,"No"
"237","ctx-lh-caudalmiddlefrontal","TMEM219",0.591014939789607,"Yes"
"238","ctx-lh-caudalmiddlefrontal","FBLN7",0.550558629992332,"No"
"239","ctx-lh-caudalmiddlefrontal","DPY19L3",0.46210003875816,"No"
"240","ctx-lh-caudalmiddlefrontal","TEKT4",0.645594723948444,"No"
"241","ctx-lh-caudalmiddlefrontal","MAMDC4",0.527977706552008,"No"
"242","ctx-lh-caudalmiddlefrontal","FAM122B",0.519524225558537,"No"
"243","ctx-lh-caudalmiddlefrontal","CALML6",0.466597984478416,"No"
"244","ctx-lh-caudalmiddlefrontal","LRRC45",0.480901414585945,"No"
"245","ctx-lh-caudalmiddlefrontal","KHDRBS2",0.41063869095234,"No"
"246","ctx-lh-caudalmiddlefrontal","TMEM9",0.468493358442514,"No"
"247","ctx-lh-caudalmiddlefrontal","KCTD13",0.412617218502364,"Yes"
"248","ctx-lh-caudalmiddlefrontal","ASPHD1",0.654914821430562,"Yes"
"249","ctx-lh-caudalmiddlefrontal","TAS2R31",0.375323198753199,"No"
"250","ctx-lh-caudalmiddlefrontal","INO80E",0.58637448908156,"Yes"
"251","ctx-lh-caudalmiddlefrontal","KIF4B",0.455209922091886,"No"
"252","ctx-lh-caudalmiddlefrontal","HERC2P2",0.453215924486493,"No"
"253","ctx-lh-caudalmiddlefrontal","C17orf97",0.501999508759479,"No"
"254","ctx-lh-caudalmiddlefrontal","BCRP2",0.453906209665841,"No"
"255","ctx-lh-caudalmiddlefrontal","HOXB-AS3",0.488033119692718,"No"
"256","ctx-lh-caudalmiddlefrontal","KANSL1-AS1",0.522258870624252,"No"
"257","ctx-lh-caudalmiddlefrontal","CCDC152",0.344786965959115,"No"
"258","ctx-lh-caudalmiddlefrontal","LOC100133091",0.425263883609314,"No"
"259","ctx-lh-caudalmiddlefrontal","PEG3-AS1",0.470900279909174,"No"
"260","ctx-lh-caudalmiddlefrontal","LOC100505915",0.425951022511436,"No"
"261","ctx-lh-caudalmiddlefrontal","MIR497HG",0.495563753639492,"No"
"262","ctx-lh-cuneus","ALDOA",0.309156909891891,"Yes"
"263","ctx-lh-cuneus","CHRNB1",0.303889577734335,"No"
"264","ctx-lh-cuneus","COL6A2",0.485762648811789,"No"
"265","ctx-lh-cuneus","CYP1B1",0.228473262918794,"No"
"266","ctx-lh-cuneus","DPP6",0.441490425930397,"No"
"267","ctx-lh-cuneus","EDN3",0.473802116293767,"No"
"268","ctx-lh-cuneus","GABRE",0.227583882423271,"No"
"269","ctx-lh-cuneus","GRM7",0.403439626388621,"No"
"270","ctx-lh-cuneus","GTF2I",0.696668089643436,"No"
"271","ctx-lh-cuneus","HLA-C",0.493576255096776,"No"
"272","ctx-lh-cuneus","KIF22",0.422638935850962,"Yes"
"273","ctx-lh-cuneus","LGALS1",0.217108833143147,"No"
"274","ctx-lh-cuneus","MAPT",0.365820977773934,"No"
"275","ctx-lh-cuneus","MAZ",0.498930047661316,"Yes"
"276","ctx-lh-cuneus","TONSL",0.497839685826387,"No"
"277","ctx-lh-cuneus","OAS3",0.584116558493174,"No"
"278","ctx-lh-cuneus","PPP4C",0.487081557657032,"Yes"
"279","ctx-lh-cuneus","MAPK3",0.120275515541108,"Yes"
"280","ctx-lh-cuneus","PRNP",0.505195674185726,"No"
"281","ctx-lh-cuneus","RAF1",0.529628714478018,"No"
"282","ctx-lh-cuneus","RGS3",0.538654141795128,"No"
"283","ctx-lh-cuneus","ZNF229",0.291852638117365,"No"
"284","ctx-lh-cuneus","RBM10",0.522152288713735,"No"
"285","ctx-lh-cuneus","DOC2A",0.115445918280377,"Yes"
"286","ctx-lh-cuneus","HIRIP3",0.516303699257822,"Yes"
"287","ctx-lh-cuneus","JRK",0.647738607689775,"No"
"288","ctx-lh-cuneus","CPNE1",0.427646879778022,"No"
"289","ctx-lh-cuneus","SEMA5A",0.328144278401399,"No"
"290","ctx-lh-cuneus","TAOK2",0.45296563516836,"Yes"
"291","ctx-lh-cuneus","GDF15",0.336988488992351,"No"
"292","ctx-lh-cuneus","PLEKHM1",0.577397378149959,"No"
"293","ctx-lh-cuneus","HS3ST4",0.59572060424309,"No"
"294","ctx-lh-cuneus","MVP",0.562296928045035,"Yes"
"295","ctx-lh-cuneus","GPC6",0.256705724585613,"No"
"296","ctx-lh-cuneus","CDIPT",0.37431485952025,"Yes"
"297","ctx-lh-cuneus","UNC13B",0.621496189369196,"No"
"298","ctx-lh-cuneus","RFPL3",0.580381621963952,"No"
"299","ctx-lh-cuneus","CORO1A",0.192913343607153,"Yes"
"300","ctx-lh-cuneus","TBC1D9B",0.309279306898167,"No"
"301","ctx-lh-cuneus","QPRT",0.255179836673145,"Yes"
"302","ctx-lh-cuneus","SEZ6L2",0.634257184802428,"Yes"
"303","ctx-lh-cuneus","PILRA",0.745517361229214,"No"
"304","ctx-lh-cuneus","TMBIM4",0.422384165433442,"No"
"305","ctx-lh-cuneus","WWOX",0.722872319041914,"No"
"306","ctx-lh-cuneus","PNPO",0.716470558439643,"No"
"307","ctx-lh-cuneus","PPP6R3",0.770596883970455,"No"
"308","ctx-lh-cuneus","CCDC91",0.637654330617203,"No"
"309","ctx-lh-cuneus","AARS2",0.553259981095198,"No"
"310","ctx-lh-cuneus","TMEM8A",0.332421205424623,"No"
"311","ctx-lh-cuneus","GPATCH3",0.571985024040336,"No"
"312","ctx-lh-cuneus","ZDHHC6",0.496198163913586,"No"
"313","ctx-lh-cuneus","TRAK2",0.687056276802114,"No"
"314","ctx-lh-cuneus","GDPD3",0.509011242702969,"Yes"
"315","ctx-lh-cuneus","PAGR1",0.699582668350272,"No"
"316","ctx-lh-cuneus","FAHD1",0.483870499893183,"No"
"317","ctx-lh-cuneus","PLVAP",0.469181675116719,"No"
"318","ctx-lh-cuneus","YPEL3",0.638041691784699,"Yes"
"319","ctx-lh-cuneus","FAM57B",0.766306101450347,"Yes"
"320","ctx-lh-cuneus","ZNF835",0.535144590481014,"No"
"321","ctx-lh-cuneus","DDX60L",0.466325032297225,"No"
"322","ctx-lh-cuneus","PRRT2",0.654473643618004,"Yes"
"323","ctx-lh-cuneus","ANTXR2",0.720712116591006,"No"
