"","gene_symbol","region","expression"
"417","PLEKHM1","ctx-rh-parahippocampal",6.2260760025836
"418","PLEKHM1","ctx-lh-superiortemporal",6.17826299705796
"419","PLEKHM1","ctx-lh-parahippocampal",6.09553521228335
"420","PLEKHM1","ctx-rh-superiorparietal",6.21439255532515
"421","PLEKHM1","ctx-lh-precuneus",6.21805414738554
"422","PLEKHM1","ctx-lh-inferiortemporal",6.21915807396396
"423","PLEKHM1","ctx-rh-supramarginal",6.12032799700553
"424","PLEKHM1","ctx-rh-parsopercularis",6.14355949598662
"425","PLEKHM1","ctx-rh-lingual",6.48167174449167
"426","PLEKHM1","ctx-lh-isthmuscingulate",6.37490978968196
"427","PLEKHM1","ctx-rh-isthmuscingulate",6.38800016757444
"428","PLEKHM1","ctx-rh-lateraloccipital",6.3341779136139
"429","PLEKHM1","ctx-rh-superiortemporal",6.09519390605357
"430","PLEKHM1","ctx-lh-entorhinal",6.23912549404247
"431","PLEKHM1","ctx-rh-temporalpole",6.08659539192064
"432","PLEKHM1","ctx-lh-superiorparietal",6.27099938999096
"433","PLEKHM1","ctx-lh-parsorbitalis",5.98423120625948
"434","PLEKHM1","ctx-rh-caudalmiddlefrontal",6.25046178105629
"435","PLEKHM1","ctx-rh-entorhinal",6.18419075381817
"436","PLEKHM1","ctx-lh-fusiform",6.21066858089388
"437","PLEKHM1","ctx-rh-pericalcarine",6.49689563810862
"438","PLEKHM1","ctx-rh-caudalanteriorcingulate",6.1711397867902
"439","PLEKHM1","ctx-rh-frontalpole",5.999269167771
"440","PLEKHM1","ctx-rh-parstriangularis",5.93241613748551
"441","PLEKHM1","ctx-rh-postcentral",6.30665237619005
"442","PLEKHM1","ctx-rh-rostralanteriorcingulate",6.10582872315098
"443","PLEKHM1","ctx-lh-superiorfrontal",6.11783631609756
"444","PLEKHM1","ctx-lh-rostralanteriorcingulate",6.17261416314324
"445","PLEKHM1","ctx-lh-precentral",6.31761958646059
"446","PLEKHM1","ctx-lh-cuneus",6.43951404119015
"447","PLEKHM1","ctx-rh-posteriorcingulate",6.18285257617744
"448","PLEKHM1","ctx-lh-parsopercularis",6.32258131689639
"449","PLEKHM1","ctx-lh-insula",6.10089213160536
"450","PLEKHM1","ctx-rh-transversetemporal",6.23010239239998
"451","PLEKHM1","ctx-rh-superiorfrontal",6.15293622627023
